BR;UF ;Tipo de trecho;Código;Local de Início;Local de Fim;km inicial;km final;Extensão;Superfície Federal;Obras;Federal Coincidente;Administração;Ato legal;Estadual Coincidente;Superfície Est. Coincidente;Jurisdição;Superfície;Unidade Local
101;PB;Eixo Principal;101BPB0280;ENTR PB-025;ENTR PB-004 (P/BAYEUX);73,5;80,5;7;DUP;;101BPB0280;Federal;;;;Federal;PAV;Santa Rita
101;PB;Eixo Principal;101BPB0290;ENTR PB-004 (P/BAYEUX);ENTR BR-230(A);80,5;80,8;0,3;DUP;;101BPB0290;Federal;;;;Federal;PAV;Santa Rita
101;PB;Eixo Principal;101BPB0310;ENTR BR-230(A);ACESSO AEROPORTO;80,8;82,6;1,8;DUP;;"101BPB0310;230BPB0060";Federal;;;;Federal;PAV;Santa Rita
101;PB;Eixo Principal;101BPB0320;ACESSO AEROPORTO;ENTR BR-230(B);82,6;88,4;5,8;DUP;;"101BPB0320;230BPB0050";Federal;;;;Federal;PAV;Santa Rita
101;PB;Eixo Principal;101BPB0330;ENTR BR-230(B);DISTRITO INDUSTRIAL (TOALIA);88,4;92,4;4;DUP;;101BPB0330;Federal;;;;Federal;PAV;Santa Rita
101;PB;Eixo Principal;101BPB0332;DISTRITO INDUSTRIAL (TOALIA);ENTR PB-018 (P/CONDE);92,4;99,4;7;DUP;;101BPB0332;Federal;;;;Federal;PAV;Santa Rita
101;PB;Eixo Principal;101BPB0335;ENTR PB-018 (P/CONDE);ENTR PB-034;99,4;110,2;10,8;DUP;;101BPB0335;Federal;;;;Federal;PAV;Santa Rita
101;PB;Eixo Principal;101BPB0340;ENTR PB-034;ENTR PB-044;110,2;127,3;17,1;DUP;;101BPB0340;Federal;;;;Federal;PAV;Santa Rita
101;PB;Eixo Principal;101BPB0345;ENTR PB-044;DIV PB/PE;127,3;127,7;0,4;DUP;;101BPB0345;Federal;;;;Federal;PAV;Santa Rita
101;PE;Eixo Principal;101BPE0350;DIV PB/PE;ENTR PE-062 (GOIANA);0;7,7;7,7;DUP;;101BPE0350;Federal;;;;Federal;PAV;Recife
101;PE;Eixo Principal;101BPE0355;ENTR PE-062 (GOIANA);ENTR PE-049 (P/PONTAS DE PEDRAS);7,7;21;13,3;DUP;;101BPE0355;Federal;;;;Federal;PAV;Recife
101;PE;Eixo Principal;101BPE0360;ENTR PE-049 (P/PONTAS DE PEDRAS);ENTR PE-041 (P/ARAÇOIABA);21;33,8;12,8;DUP;;101BPE0360;Federal;;;;Federal;PAV;Recife
101;PE;Eixo Principal;101BPE0370;ENTR PE-041 (P/ARAÇOIABA);ENTR PE-035 (IGARASSÚ - PONTE SOBRE O RIO IGARASSÚ);33,8;41,4;7,6;DUP;;101BPE0370;Federal;;;;Federal;PAV;Recife
101;PE;Eixo Principal;101BPE0390;ENTR PE-035 (IGARASSÚ - PONTE SOBRE O RIO IGARASSÚ);ENTR PE-015 (P/PAULISTA - VIADUTO SOBRE PE-015);41,4;51,6;10,2;DUP;;101BPE0390;Federal;;;;Federal;PAV;Recife
101;PE;Eixo Principal;101BPE0410;ENTR PE-015 (P/PAULISTA - VIADUTO SOBRE PE-015);VIADUTO SOBRE AVENIDA CAXANGÁ;51,6;66,6;15;DUP;;101BPE0410;Federal;;;;Federal;PAV;Recife
101;PE;Eixo Principal;101BPE0420;VIADUTO SOBRE AVENIDA CAXANGÁ;ENTR BR-232 (RECIFE);66,6;69,9;3,3;DUP;;101BPE0420;Federal;;;;Federal;PAV;Recife
101;PE;Eixo Principal;101BPE0430;ENTR BR-232 (RECIFE);ENTR PE-007 (RECIFE);69,9;72,9;3;DUP;;101BPE0430;Federal;;;;Federal;PAV;Recife
101;PE;Eixo Principal;101BPE0435;ENTR PE-007 (RECIFE);PRAZERES (ENTR ANTIGA BR-101);72,9;82,3;9,4;DUP;;101BPE0435;Federal;;;;Federal;PAV;Recife
101;PE;Eixo Principal;101BPE0440;PRAZERES (ENTR ANTIGA BR-101);VIADUTO RANDOM/METALGIL;82,3;94,1;11,8;DUP;;101BPE0440;Federal;;;;Federal;PAV;Recife
101;PE;Eixo Principal;101BPE0450;VIADUTO RANDOM/METALGIL;ENTR PE-025 (P/USINA BOM JESUS);94,1;96,6;2,5;DUP;;101BPE0450;Federal;;;;Federal;PAV;Recife
101;PE;Eixo Principal;101BPE0460;ENTR PE-025 (P/USINA BOM JESUS);ENTR PE-037 (P/DISTRITO INDUSTRIAL DO CABO);96,6;101,9;5,3;DUP;;101BPE0460;Federal;;;;Federal;PAV;Recife
101;PE;Eixo Principal;101BPE0465;ENTR PE-037 (P/DISTRITO INDUSTRIAL DO CABO);VIADUTO DA CHARNECA (ENTR ANTIGA BR-101);101,9;103,2;1,3;DUP;;101BPE0465;Federal;;;;Federal;PAV;Recife
101;PE;Eixo Principal;101BPE0468;VIADUTO DA CHARNECA (ENTR ANTIGA BR-101);FIM DA DUPLICAÇÃO;103,2;104,6;1,4;DUP;;101BPE0468;Federal;;;;Federal;PAV;Recife
101;PE;Eixo Principal;101BPE0470;FIM DA DUPLICAÇÃO;ENTR PE-042 (P/IPOJUCA);104,6;115,6;11;DUP;;101BPE0470;Federal;;;;Federal;PAV;Recife
101;PE;Eixo Principal;101BPE0475;ENTR PE-042 (P/IPOJUCA);ENTR PE-051 (P/CAMELA);115,6;121,2;5,6;DUP;;101BPE0475;Federal;;;;Federal;PAV;Recife
101;PE;Eixo Principal;101BPE0480;ENTR PE-051 (P/CAMELA);ENTR PE-045 (ESCADA);121,2;124,3;3,1;DUP;;101BPE0480;Federal;;;;Federal;PAV;Recife
101;PE;Eixo Principal;101BPE0490;ENTR PE-045 (ESCADA);ENTR PE-070;124,3;127,8;3,5;DUP;;101BPE0490;Federal;;;;Federal;PAV;Recife
101;PE;Eixo Principal;101BPE0495;ENTR PE-070;ENTR PE-063 (P/AMARAJI);127,8;135,8;8;DUP;;101BPE0495;Federal;;;;Federal;PAV;Recife
101;PE;Eixo Principal;101BPE0510;ENTR PE-063 (P/AMARAJI);ENTR PE-085 (INÍCIO TRAVESSIA URBANA RIBEIRÃO);135,8;148,8;13;DUP;;101BPE0510;Federal;;;;Federal;PAV;Recife
101;PE;Eixo Principal;101BPE0530;ENTR PE-085 (INÍCIO TRAVESSIA URBANA RIBEIRÃO);FIM TRAVESSIA URBANA RIBEIRÃO;148,8;152;3,2;DUP;;101BPE0530;Federal;;;;Federal;PAV;Recife
101;PE;Eixo Principal;101BPE0540;FIM TRAVESSIA URBANA RIBEIRÃO;ENTR PE-073 (P/GAMELEIRA);152;157,2;5,2;DUP;;101BPE0540;Federal;;;;Federal;PAV;Recife
101;PE;Eixo Principal;101BPE0550;ENTR PE-073 (P/GAMELEIRA);ENTR PE-087/096 (PALMARES);157,2;185,7;28,5;DUP;;101BPE0550;Federal;;;;Federal;PAV;Recife
101;PE;Eixo Principal;101BPE0570;ENTR PE-087/096 (PALMARES);ENTR PE-103/126 (P/CATENDE);185,7;189,3;3,6;PAV;EOD;101BPE0570;Federal;;;;Federal;PAV;Recife
101;PE;Eixo Principal;101BPE0575;ENTR PE-103/126 (P/CATENDE);INÍCIO TRAVESSIA URBANA DE XEXÉU;189,3;198,1;8,8;PAV;EOD;101BPE0575;Federal;;;;Federal;PAV;Recife
101;PE;Eixo Principal;101BPE0578;INÍCIO TRAVESSIA URBANA DE XEXÉU;FIM TRAVESSIA URBANA DE XEXÉU;198,1;200,9;2,8;DUP;;101BPE0578;Federal;;;;Federal;PAV;Recife
101;PE;Eixo Principal;101BPE0580;FIM TRAVESSIA URBANA DE XEXÉU;DIV PE/AL (PONTE SOBRE O RIO JACUÍPE);200,9;213,9;13;PAV;EOD;101BPE0580;Federal;;;;Federal;PAV;Recife
101;PR;Eixo Principal;101BPR3740;DIV SP/PR;ENTR PR-405;0;25;25;PLA;;101BPR3740;Federal;;;;Federal;PLA;
101;PR;Eixo Principal;101BPR3750;ENTR PR-405;ENTR PR-340 (ANTONINA);25;75;50;PLA;;101BPR3750;Federal;;;;Federal;PLA;
101;PR;Eixo Principal;101BPR3760;ENTR PR-340 (ANTONINA);ENTR BR-277;75;95;20;PLA;;101BPR3760;Federal;;;;Federal;PLA;
101;PR;Eixo Principal;101BPR3790;ENTR BR-277;DIV PR/SC (ENTR BR-376);95;155;60;PLA;;101BPR3790;Federal;;;;Federal;PLA;
101;RJ;Eixo Principal;101BRJ2650;DIV ES/RJ;ENTR RJ-230;0;12,7;12,7;PAV;;101BRJ2650;Concessão Federal;;;;Federal;PAV;Campos
101;RJ;Eixo Principal;101BRJ2670;ENTR RJ-230;ENTR BR-492 (MORRO DO COCO);12,7;19,2;6,5;PAV;;101BRJ2670;Concessão Federal;;;;Federal;PAV;Campos
101;RJ;Eixo Principal;101BRJ2690;ENTR BR-492 (MORRO DO COCO);ENTR RJ-228 (CONSELHEIRO JOSINO);19,2;33,8;14,6;PAV;;101BRJ2690;Concessão Federal;;;;Federal;PAV;Campos
101;RJ;Eixo Principal;101BRJ2710;ENTR RJ-228 (CONSELHEIRO JOSINO);ENTR RJ-224 (ACESSO TRAVESSÃO);33,8;46,9;13,1;PAV;;101BRJ2710;Concessão Federal;;;;Federal;PAV;Campos
101;RJ;Eixo Principal;101BRJ2730;ENTR RJ-224 (ACESSO TRAVESSÃO);ENTR BR-356(A)/RJ-194;46,9;63;16,1;PAV;;101BRJ2730;Concessão Federal;;;;Federal;PAV;Campos
101;RJ;Eixo Principal;101BRJ2732;ENTR BR-356(A)/RJ-194;ENTR RJ-158 (CAMPOS);63;63,3;0,3;PAV;;"101BRJ2732;356BRJ0391";Concessão Federal;;;;Federal;PAV;Campos
101;RJ;Eixo Principal;101BRJ2750;ENTR RJ-158 (CAMPOS);ENTR BR-356(B) (TREVO SUL DE CAMPOS);63,3;66,6;3,3;PAV;;"101BRJ2750;356BRJ0393";Concessão Federal;;;;Federal;PAV;Campos
101;RJ;Eixo Principal;101BRJ2770;ENTR BR-356(B) (TREVO SUL DE CAMPOS);ENTR RJ-208 (URURAÍ);66,6;73,8;7,2;PAV;;101BRJ2770;Concessão Federal;;;;Federal;PAV;Campos
101;RJ;Eixo Principal;101BRJ2790;ENTR RJ-208 (URURAÍ);ENTR RJ-180(A) (P/PONTA DA LAMA);73,8;78,9;5,1;PAV;;101BRJ2790;Concessão Federal;;;;Federal;PAV;Campos
101;RJ;Eixo Principal;101BRJ2810;ENTR RJ-180(A) (P/PONTA DA LAMA);ENTR RJ-180(B) (P/DORES DE MACABÚ);78,9;110,9;32;PAV;;101BRJ2810;Concessão Federal;;;;Federal;PAV;Campos
101;RJ;Eixo Principal;101BRJ2811;ENTR RJ-180(B) (P/DORES DE MACABÚ);ENTR RJ-180(C) (P/SANTO ANTÔNIO DO IMBÉ);110,9;120,1;9,2;PAV;;101BRJ2811;Concessão Federal;;;;Federal;PAV;Campos
101;RJ;Eixo Principal;101BRJ2826;ENTR RJ-180(C) (P/SANTO ANTÔNIO DO IMBÉ);INÍCIO DE PISTA DUPLA;120,1;123,2;3,1;PAV;;101BRJ2826;Concessão Federal;;;;Federal;PAV;Campos
101;RJ;Eixo Principal;101BRJ2840;INÍCIO DE PISTA DUPLA;ENTR RJ-196;123,2;125;1,8;DUP;;101BRJ2840;Concessão Federal;;;;Federal;PAV;Campos
101;RJ;Eixo Principal;101BRJ2850;ENTR RJ-196;ENTR RJ-182;125;138,5;13,5;DUP;;101BRJ2850;Concessão Federal;;;;Federal;PAV;Campos
101;RJ;Eixo Principal;101BRJ2860;ENTR RJ-182;ENTR RJ-106 (FAZENDA DOS QUARENTA);138,5;144,5;6;DUP;;101BRJ2860;Concessão Federal;;;;Federal;PAV;Campos
101;RJ;Eixo Principal;101BRJ2890;ENTR RJ-106 (FAZENDA DOS QUARENTA);FIM DA DUPLICAÇÃO;144,5;144,7;0,2;PAV;;101BRJ2890;Concessão Federal;;;;Federal;PAV;Campos
101;RJ;Eixo Principal;101BRJ2900;FIM DA DUPLICAÇÃO;ENTR RJ-168 (P/MACAÉ);144,7;169,5;24,8;PAV;;101BRJ2900;Concessão Federal;;;;Federal;PAV;Campos
101;RJ;Eixo Principal;101BRJ2910;ENTR RJ-168 (P/MACAÉ);INÍCIO DA DUPLICAÇÃO;169,5;190,2;20,7;PAV;;101BRJ2910;Concessão Federal;;;;Federal;PAV;Campos
101;RJ;Eixo Principal;101BRJ2920;INÍCIO DA DUPLICAÇÃO;ENTR RJ-162 (P/RIO DOURADO);190,2;190,6;0,4;DUP;;101BRJ2920;Concessão Federal;;;;Federal;PAV;Campos
101;RJ;Eixo Principal;101BRJ2930;ENTR RJ-162 (P/RIO DOURADO);ENTR BR-120 (CASIMIRO DE ABREU);190,6;206,1;15,5;PAV;;101BRJ2930;Concessão Federal;;;;Federal;PAV;Campos
101;RJ;Eixo Principal;101BRJ2950;ENTR BR-120 (CASIMIRO DE ABREU);ENTR RJ-140 (P/SILVA JARDIM);206,1;236,7;30,6;PAV;;101BRJ2950;Concessão Federal;;;;Federal;PAV;Campos
101;RJ;Eixo Principal;101BRJ2970;ENTR RJ-140 (P/SILVA JARDIM);ENTR RJ-124 (RIO BONITO);236,7;261,7;25;PAV;;101BRJ2970;Concessão Federal;;;;Federal;PAV;Campos
101;RJ;Eixo Principal;101BRJ2990;ENTR RJ-124 (RIO BONITO);ENTR RJ-120 (BASÍLIO);261,7;270,4;8,7;DUP;;101BRJ2990;Concessão Federal;;;;Federal;PAV;Campos
101;RJ;Eixo Principal;101BRJ3010;ENTR RJ-120 (BASÍLIO);ACESSO LESTE ITABORAÍ (DUQUES);270,4;282,9;12,5;DUP;;101BRJ3010;Concessão Federal;;;;Federal;PAV;Campos
101;RJ;Eixo Principal;101BRJ3030;ACESSO LESTE ITABORAÍ (DUQUES);ENTR RJ-114;282,9;286,8;3,9;DUP;;101BRJ3030;Concessão Federal;;;;Federal;PAV;Campos
101;RJ;Eixo Principal;101BRJ3050;ENTR RJ-114;ACESSO OESTE ITABORAÍ;286,8;293,3;6,5;DUP;;101BRJ3050;Concessão Federal;;;;Federal;PAV;Campos
101;RJ;Eixo Principal;101BRJ3060;ACESSO OESTE ITABORAÍ;ENTR BR-493 (MANILHA);293,3;297,4;4,1;DUP;;101BRJ3060;Concessão Federal;;;;Federal;PAV;Campos
101;RJ;Eixo Principal;101BRJ3070;ENTR BR-493 (MANILHA);ENTR RJ-104;297,4;298;0,6;DUP;;101BRJ3070;Concessão Federal;;;;Federal;PAV;Campos
101;RJ;Eixo Principal;101BRJ3090;ENTR RJ-104;ACESSO PTE PRES COSTA E SILVA (NITERÓI);298;322,1;24,1;DUP;;101BRJ3090;Concessão Federal;;;;Federal;PAV;Campos
101;RJ;Eixo Principal;101BRJ3110;ACESSO PTE PRES COSTA E SILVA (NITERÓI);ENTR ACESSO A LINHA VERMELHA;322,1;333,7;11,6;DUP;;101BRJ3110;Concessão Federal;;;;Federal;PAV;Seropédica
101;RJ;Eixo Principal;101BRJ3120;ENTR ACESSO A LINHA VERMELHA;ENTR BR-040(A) (ACESSO PTE PRES COSTA E SILVA (RIO));333,7;334,5;0,8;DUP;;101BRJ3120;Concessão Federal;;;;Federal;PAV;Seropédica
101;RJ;Eixo Principal;101BRJ3130;ENTR BR-040(A) (ACESSO PTE PRES COSTA E SILVA (RIO));ENTR RJ-071 (LINHA VERMELHA);334,5;335,3;0,8;DUP;;"040BRJ1050;101BRJ3130";Convênio de Administração;;;;Federal;PAV;Seropédica
101;RJ;Eixo Principal;101BRJ3150;ENTR RJ-071 (LINHA VERMELHA);ENTR RJ-077 (CAJÚ);335,3;336,1;0,8;DUP;;"040BRJ1030;101BRJ3150";Convênio de Administração;;;;Federal;PAV;Seropédica
101;RJ;Eixo Principal;101BRJ3160;ENTR RJ-077 (CAJÚ);ENTR RJ-087 (VIADUTO DE MANGUINHOS);336,1;339;2,9;DUP;;"040BRJ1010;101BRJ3160";Convênio de Administração;;;;Federal;PAV;Seropédica
101;RJ;Eixo Principal;101BRJ3170;ENTR RJ-087 (VIADUTO DE MANGUINHOS);ENTR BR-040(B)/116(A) (TREVO DAS MISSÕES);339;347,1;8,1;DUP;;"040BRJ1000;101BRJ3170";Convênio de Administração;;;;Federal;PAV;Seropédica
101;RJ;Eixo Principal;101BRJ3190;ENTR BR-040(B)/116(A) (TREVO DAS MISSÕES);ENTR RJ-101 (PARADA DE LUCAS);347,1;348,4;1,3;DUP;;"101BRJ3190;116BRJ1770";Convênio de Administração;;;;Federal;PAV;Seropédica
101;RJ;Eixo Principal;101BRJ3200;ENTR RJ-101 (PARADA DE LUCAS);ENTR BR-116(B) (P/SÃO PAULO);348,4;350,4;2;DUP;;"101BRJ3200;116BRJ1780";Convênio de Administração;;;;Federal;PAV;Seropédica
101;RJ;Eixo Principal;101BRJ3210;ENTR BR-116(B) (P/SÃO PAULO);ENTR RJ-083;350,4;353,2;2,8;DUP;;101BRJ3210;Convênio de Administração;;;;Federal;PAV;Angra dos Reis
101;RJ;Eixo Principal;101BRJ3230;ENTR RJ-083;ENTR BR-465(A)/RJ-095;353,2;380,8;27,6;DUP;;101BRJ3230;Convênio de Administração;;;;Federal;PAV;Angra dos Reis
101;RJ;Eixo Principal;101BRJ3270;ENTR BR-465(A)/RJ-095;ENTR BR-465(B) (SANTA CRUZ)(AV. PADRE GUILHERME DECAMINADA);380,8;390,1;9,3;DUP;;"101BRJ3270;465BRJ0090";Convênio de Administração;;;;Federal;PAV;Angra dos Reis
101;RJ;Eixo Principal;101BRJ3290;ENTR BR-465(B) (SANTA CRUZ)(AV. PADRE GUILHERME DECAMINADA);DIV MUNICIPAL RIO DE JANEIRO/ITAGUAÍ (TREVO P/ CASA DA MOEDA);390,1;396,1;6;DUP;;101BRJ3290;Federal;;;;Federal;PAV;Angra dos Reis
101;RJ;Eixo Principal;101BRJ3310;DIV MUNICIPAL RIO DE JANEIRO/ITAGUAÍ (TREVO P/ CASA DA MOEDA);ENTR RJ-099/109 (P/ITAGUAÍ);396,1;398,4;2,3;DUP;;101BRJ3310;Federal;;;;Federal;PAV;Angra dos Reis
101;RJ;Eixo Principal;101BRJ3320;ENTR RJ-099/109 (P/ITAGUAÍ);ENTR RJ-125;398,4;400,4;2;DUP;;101BRJ3320;Federal;;;;Federal;PAV;Angra dos Reis
101;RJ;Eixo Principal;101BRJ3330;ENTR RJ-125;ENTR RJ-079;400,4;406,1;5,7;DUP;;101BRJ3330;Federal;;;;Federal;PAV;Angra dos Reis
101;RJ;Eixo Principal;101BRJ3335;ENTR RJ-079;ENTR BR-493;406,1;408;1,9;DUP;;101BRJ3335;Federal;;;;Federal;PAV;Angra dos Reis
101;RJ;Eixo Principal;101BRJ3337;ENTR BR-493;TREVO DE ACESSO À ITACURUÇÁ;408;416,5;8,5;DUP;;101BRJ3337;Federal;;;;Federal;PAV;Angra dos Reis
101;RJ;Eixo Principal;101BRJ3340;TREVO DE ACESSO À ITACURUÇÁ;ACESSO MANGARATIBA;416,5;428,6;12,1;PAV;;101BRJ3340;Federal;;;;Federal;PAV;Angra dos Reis
101;RJ;Eixo Principal;101BRJ3345;ACESSO MANGARATIBA;ENTR RJ-149 (P/RIO CLARO);428,6;433,1;4,5;PAV;;101BRJ3345;Federal;;;;Federal;PAV;Angra dos Reis
101;RJ;Eixo Principal;101BRJ3350;ENTR RJ-149 (P/RIO CLARO);ENTR BR-494(A) (ANGRA DOS REIS);433,1;481,9;48,8;PAV;;101BRJ3350;Federal;;;;Federal;PAV;Angra dos Reis
101;RJ;Eixo Principal;101BRJ3370;ENTR BR-494(A) (ANGRA DOS REIS);ENTR BR-494(B);481,9;495,7;13,8;PAV;;"101BRJ3370;494BRJ0430";Federal;;;;Federal;PAV;Angra dos Reis
101;RJ;Eixo Principal;101BRJ3390;ENTR BR-494(B);ENTR BR-459(A) (ACESSO A MAMBUCABA);495,7;529,2;33,5;PAV;;101BRJ3390;Federal;;;;Federal;PAV;Angra dos Reis
101;RJ;Eixo Principal;101BRJ3410;ENTR BR-459(A) (ACESSO A MAMBUCABA);ENTR BR-459(B) (PARATÍ);529,2;575,5;46,3;PAV;;"101BRJ3410;459BRJ0310";Federal;;;;Federal;PAV;Angra dos Reis
101;RJ;Eixo Principal;101BRJ3430;ENTR BR-459(B) (PARATÍ);DIV RJ/SP;575,5;599;23,5;PAV;;101BRJ3430;Federal;;;;Federal;PAV;Angra dos Reis
101;RN;Eixo Principal;101BRN0010;TOUROS (FAROL DO CALCANHAR);ENTR RN-221 (P/SÃO MIGUEL DO GOSTOSO);0;1,9;1,9;PAV;;101BRN0010;Federal;;;;Federal;PAV;Macaíba
101;RN;Eixo Principal;101BRN0015;ENTR RN-221 (P/SÃO MIGUEL DO GOSTOSO);ENTR RN-064/023 (P/TOUROS);1,9;6,1;4,2;PAV;;101BRN0015;Federal;;;;Federal;PAV;Macaíba
101;RN;Eixo Principal;101BRN0020;ENTR RN-064/023 (P/TOUROS);ENTR RN-021 (P/RIO DO FOGO);6,1;20,4;14,3;PAV;;101BRN0020;Federal;;;;Federal;PAV;Macaíba
101;RN;Eixo Principal;101BRN0030;ENTR RN-021 (P/RIO DO FOGO);ACESSO ZUMBI;20,4;30,3;9,9;PAV;;101BRN0030;Federal;;;;Federal;PAV;Macaíba
101;RN;Eixo Principal;101BRN0032;ACESSO ZUMBI;ACESSO PITITINGA;30,3;35,1;4,8;PAV;;101BRN0032;Federal;;;;Federal;PAV;Macaíba
101;RN;Eixo Principal;101BRN0034;ACESSO PITITINGA;ACESSO MARACAJAÚ;35,1;41,5;6,4;PAV;;101BRN0034;Federal;;;;Federal;PAV;Macaíba
101;RN;Eixo Principal;101BRN0036;ACESSO MARACAJAÚ;ACESSO CARAÚBAS;41,5;44,8;3,3;PAV;;101BRN0036;Federal;;;;Federal;PAV;Macaíba
101;RN;Eixo Principal;101BRN0040;ACESSO CARAÚBAS;ENTR RN-160(A) (P/MURIÚ E MAXARANGUAPE);44,8;58,2;13,4;PAV;;101BRN0040;Federal;;;;Federal;PAV;Macaíba
101;RN;Eixo Principal;101BRN0050;ENTR RN-160(A) (P/MURIÚ E MAXARANGUAPE);ENTR RN-160(B) (P/COQUEIROS);58,2;65,3;7,1;PAV;;101BRN0050;Federal;;;;Federal;PAV;Macaíba
101;RN;Eixo Principal;101BRN0055;ENTR RN-160(B) (P/COQUEIROS);ENTR RN-305 (P/PITANGUI);65,3;66,2;0,9;PAV;;101BRN0055;Federal;;;;Federal;PAV;Macaíba
101;RN;Eixo Principal;101BRN0060;ENTR RN-305 (P/PITANGUI);ENTR RN-160(C)/307(P/ GENIPABU);66,2;69;2,8;PAV;;101BRN0060;Federal;;;;Federal;PAV;Macaíba
101;RN;Eixo Principal;101BRN0062;ENTR RN-160(C)/307(P/ GENIPABU);ACESSO PAJUÇARA (AV. MOEMA TINÔCO);69;72,8;3,8;PAV;;101BRN0062;Federal;;;;Federal;PAV;Macaíba
101;RN;Eixo Principal;101BRN0065;ACESSO PAJUÇARA (AV. MOEMA TINÔCO);ENTR RN-160(D) (P/EXTREMOZ)*TRECHO URBANO*;72,8;75,2;2,4;PAV;;101BRN0065;Federal;;;;Federal;PAV;Macaíba
101;RN;Eixo Principal;101BRN0070;ENTR RN-160(D) (P/EXTREMOZ)*TRECHO URBANO*;ENTR BR-406(A) (P/CEARÁ MIRIM)*TRECHO URBANO*;75,2;80,6;5,4;DUP;;101BRN0070;Federal;;;;Federal;PAV;Macaíba
101;RN;Eixo Principal;101BRN0075;ENTR BR-406(A) (P/CEARÁ MIRIM)*TRECHO URBANO*;ENTR RN-160(E) (P/SÃO GONÇALO DO AMARANTE)*TRECHO URBANO*;80,6;82,9;2,3;DUP;;"101BRN0075;406BRN0150";Federal;;;;Federal;PAV;Macaíba
101;RN;Eixo Principal;101BRN0080;ENTR RN-160(E) (P/SÃO GONÇALO DO AMARANTE)*TRECHO URBANO*;ENTR RN - 302 (P/ REDINHA - PONTE NEWTON NAVARRO)*TRECHO URBANO*;82,9;84,5;1,6;DUP;;"101BRN0080;406BRN0160";Federal;;;;Federal;PAV;Macaíba
101;RN;Eixo Principal;101BRN0085;ENTR RN - 302 (P/ REDINHA - PONTE NEWTON NAVARRO)*TRECHO URBANO*;ENTR BR-406(B) (PONTE PRESIDENTE COSTA E SILVA)*TRECHO URBANO*;84,5;85,4;0,9;DUP;;"101BRN0085;406BRN0170";Federal;;;;Federal;PAV;Macaíba
101;RN;Eixo Principal;101BRN0090;ENTR BR-406(B) (PONTE PRESIDENTE COSTA E SILVA)*TRECHO URBANO*;FIM DA PONTE S/ RIO POTENGI;85,4;86;0,6;DUP;;101BRN0090;Federal;;;;Federal;PAV;Macaíba
101;RN;Eixo Principal;101BRN0095;FIM PONTE PRESIDENTE COSTA E SILVA;ENTR BR-226 (VIADUTO DA URBANA)*TRECHO URBANO*;86;88;2;DUP;;101BRN0095;Convênio de Administração;;;;Federal;PAV;Macaíba
101;RN;Eixo Principal;101BRN0100;ENTR BR-226 (VIADUTO DA URBANA)*TRECHO URBANO*;ENTR BR-304(A) (COMPLEXO VIÁRIO DO 4º CENTENÁRIO/NATAL) *TRECHO URBANO*;88;93,4;5,4;DUP;;101BRN0100;Federal;;;;Federal;PAV;Macaíba
101;RN;Eixo Principal;101BRN0110;ENTR BR-304(A) (COMPLEXO VIÁRIO DO 4º CENTENÁRIO/NATAL)*TRECHO URBANO*;ENTR RN-063 (P/PONTA NEGRA) *TRECHO URBANO*;93,4;95,8;2,4;DUP;;"101BRN0110;304BRN0410";Federal;;;;Federal;PAV;Macaíba
101;RN;Eixo Principal;101BRN0130;ENTR RN-063 (P/PONTA NEGRA)*TRECHO URBANO*;ENTR BR-304(B) (COMPLEXO VIÁRIO TRAMPOLIM DA VITÓRIA)*TRECHO URBANO*;95,8;104,1;8,3;DUP;;"101BRN0130;304BRN0390";Federal;;;;Federal;PAV;Macaíba
101;RN;Eixo Principal;101BRN0132;ENTR BR-304(B) (COMPLEXO VIÁRIO TRAMPOLIM DA VITÓRIA)*TRECHO URBANO*;ENTR RN-313 (P/PIUM)*TRECHO URBANO*;104,1;109,4;5,3;DUP;;101BRN0132;Federal;;;;Federal;PAV;Macaíba
101;RN;Eixo Principal;101BRN0150;ENTR RN-313 (P/PIUM);ENTR RN-316 (P/MONTE ALEGRE);109,4;116,2;6,8;DUP;;101BRN0150;Federal;;;;Federal;PAV;Macaíba
101;RN;Eixo Principal;101BRN0165;ENTR RN-316 (P/MONTE ALEGRE);ACESSO À LAGOA DO BONFIM;116,2;118,4;2,2;DUP;;101BRN0165;Federal;;;;Federal;PAV;Macaíba
101;RN;Eixo Principal;101BRN0167;ACESSO À LAGOA DO BONFIM;ENTR RN-063/002(A) (SÃO JOSÉ DE MIPIBÚ/NÍSIA FLORESTA);118,4;125,5;7,1;DUP;;101BRN0167;Federal;;;;Federal;PAV;Macaíba
101;RN;Eixo Principal;101BRN0170;ENTR RN-063/002(A) (SÃO JOSÉ DE MIPIBÚ/NÍSIA FLORESTA);ENTR RN-002(B)/317 (P/SENADOR GEORGINO AVELINO/BREJINHO);125,5;129,6;4,1;DUP;;101BRN0170;Federal;;;;Federal;PAV;Macaíba
101;RN;Eixo Principal;101BRN0180;ENTR RN-002(B)/317 (P/SENADOR GEORGINO AVELINO/BREJINHO);ENTR RN-061 (P/AREZ);129,6;141,5;11,9;DUP;;101BRN0180;Federal;;;;Federal;PAV;Macaíba
101;RN;Eixo Principal;101BRN0190;ENTR RN-061 (P/AREZ);ENTR RN-003 (GOIANINHA - P/ PRAIA DE PIPA);141,5;147;5,5;DUP;;101BRN0190;Federal;;;;Federal;PAV;Macaíba
